SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,SYMBOL_STATUS,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0236066,Mardie Pond 8,Mardie Evaporation Pond P8,Mine,Pond,Under Development,J05265,Mardie Salt-Potash / BCI,115.926501,-21.113907,388512,7664870,50,Salt K2SO4,Industrial mineral,SALT,Mardie Salt,Y,Salt K2SO4,Y,INMI,U,Major Projects,Public,2055,MARDIE,SF50-06,YARRALOOLA,"KARRATHA, CITY OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260515
S0235708,Ashburton Salt Crystalliser Pond,Ashburton Salt Crystalliser Pond,Mine,Pond,Proposed,J05140,Ashburton Salt / K+S,114.730736,-21.875367,265515,7579236,50,Salt K,Industrial mineral,SALT,Ashburton Salt,Y,Salt K,Y,INMI,P,Major Projects,Public,1854,TUBRIDGI,SF50-05,ONSLOW,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Peedamullah Shelf,20260515
S0016648,Kapok W Merdn,Kapok West / Meridian,Deposit,Unspecified,Undeveloped,J00638,Lennard Shelf / Northwest,125.992788,-18.73047,815609,7926346,51,Pb Zn Ag,Base metal,COPPER - LEAD - ZINC,Lennard Shelf Pb Zn Ag,Y,Pb Zn Ag,Y,BAME,P,Major Projects,Public,4060,BRUTEN,SE51-12,NOONKANBAH,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Lennard Shelf,20260515
S0236617,Havieron UG,Havieron Underground,Mine,Decline,Under Development,J05392,Paterson / Greatland Resources,122.640676,-21.727803,462839,7597258,51,Au Cu Ag,Precious metal,GOLD,Havieron Au Cu Ag,Y,Au Cu Ag,Y,PRME,U,Major Projects,Public,3454,TERRINGA,SF51-06,PATERSON RANGE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Anketell Shelf,20260515
S0229735,Thunderbird,Thunderbird,Mine,Openpit,Operating,J04280,Thunderbird - Kimberley Mineral Sands,122.967888,-17.431701,496590,8072687,51,HM Zrn Ilm Leu Grt Rt Mnz Ce,Speciality metal,HEAVY MINERAL SANDS,Thunderbird HM Grt,Y,HM Zrn Ilm Leu Grt Rt Mnz Ce,Y,SPME,O,Major Projects,Public,3463,JOWLAENGA,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20260515
S0006490,Derby Port,Derby Port,Infrastructure,Port,Care and Maintenance,J04046,Derby Port,123.606706,-17.292027,564479,8088037,51,Zn Pb,Base metal,COPPER - LEAD - ZINC,Derby,N,,Y,PORT,O,Major Projects,Public,3663,DERBY,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20260515
S0243493,Power Plant,Thunderbird Power Plant,Infrastructure,Power Plant,Operating,J04280,Thunderbird - Kimberley Mineral Sands,122.979812,-17.434991,497856,8072323,51,Power,Speciality metal,HEAVY MINERAL SANDS,Thunderbird Power Plant,N,,Y,ENPL,O,Major Projects,Public,3463,JOWLAENGA,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20260515
S0246907,Browse LNG Strategic Industrial Area,Browse LNG Strategic Industrial Area,Infrastructure,Other,Proposed,J07139,Browse LNG Precinct Strategic Industrial Area,122.164352,-17.512855,411293,8063514,51,UN,Other (MINEDEX non-minerals),UNASSIGNED,Browse,N,,Y,,,Major Projects,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20260515
S0224451,Badgingarra Wind Farm,Badgingarra Wind Farm,Infrastructure,Power Plant,Operating,J03840,Badgingarra Wind and Solar Farm,115.286487,-30.376318,335351,6638269,50,Power,Energy,OTHER,Badgingarra Wind Farm,N,,Y,ENPL,O,Major Projects,Public,1937,HILL RIVER,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Cadda Terrace,20260515
S0022716,Atlas,Atlas / Image,Mine,Openpit,Operating,J00748,Atlas - North Perth Basin,115.248907,-30.538151,332017,6620276,50,HM Ilm Leu Rt Zrn Grt St Mnz,Speciality metal,HEAVY MINERAL SANDS,Atlas HM Grt,Y,HM Ilm Leu Rt Zrn Grt St Mnz,Y,SPME,O,Major Projects,Public,1936,WEDGE ISLAND,SH50-09,HILL RIVER,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Cadda Terrace,20260515
S0002635,South Tails,Eneabba South Tails,Mine,Openpit,Care and Maintenance,J00514,Eneabba / Iluka,115.295144,-29.904478,335400,6690577,50,HM Ilm Zrn Rt Mnz,Speciality metal,HEAVY MINERAL SANDS,Eneabba HM,Y,HM Ilm Zrn Rt Mnz,Y,STAM,C,Major Projects,Public,1938,ARROWSMITH,SH50-05,DONGARA,"CARNAMAH, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Cadda Terrace,20260515
S0236949,Arrowsmith Central,Arrowsmith Central,Mine,Openpit,Proposed,J06643,Arrowsmith Central Silica Sand / VRX Silica,115.169228,-29.656129,322805,6717915,50,Sisd HM Ilm Rt,Industrial mineral,SILICA - SILICA SAND,Arrowsmith Central Sisd,N,,Y,INMI,P,Major Projects,Public,1938,ARROWSMITH,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Cadda Terrace,20260515
S0018998,Heracles,Heracles - Dongara,Mine,Openpit,Proposed,J02458,Dongara Minerals Sands / Tronox,115.142904,-29.431465,319859,6742775,50,HM,Speciality metal,HEAVY MINERAL SANDS,Dongara,Y,HM,Y,SPME,P,Major Projects,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Donkey Creek Terrace,20260515
S0005925,Beharra Springs Plant,Beharra Springs Plant,Infrastructure,Processing Plant,Operating,J02369,Beharra Springs,115.140711,-29.463087,319701,6739266,50,NaturalGas,Energy,PETROLEUM,Beharra Springs,N,,Y,PPPL,O,Major Projects,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Donkey Creek Terrace,20260515
S0226110,Mumbida Wind Farm,Mumbida Wind Farm,Infrastructure,Power Plant,Operating,J04146,Mumbida Wind Farm,114.966957,-28.988055,301937,6791634,50,Power,Energy,OTHER,Mumbida Wind Farm,N,,Y,ENPL,O,Major Projects,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20260515
S0020979,Alinta Wind Farm,Alinta-Walkaway Wind Farm,Infrastructure,Power Plant,Operating,J02857,Alinta-Walkaway Wind Farm,114.892208,-28.922287,294522,6798796,50,Power,Energy,OTHER,Alinta-Walkaway Wind Farm,N,,Y,ENPL,O,Major Projects,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Greenough Shelf,20260515
S0236179,Yandin Wind Farm,Yandin Wind Farm,Infrastructure,Power Plant,Operating,J05301,Yandin Wind Farm,115.613492,-30.757824,367296,6596416,50,Power,Energy,OTHER,Yandin Wind Farm,N,,Y,ENPL,O,Major Projects,Public,2036,DANDARAGAN,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20260515
S0025511,Yandanooka / Image,Yandanooka / Image,Deposit,Unspecified,Undeveloped,J02940,Yandanooka HMS / Image,115.535417,-29.332167,357800,6754322,50,HM Ilm Zrn Rt Leu,Speciality metal,HEAVY MINERAL SANDS,Yandanooka HM,Y,HM Ilm Zrn Rt Leu,Y,SPME,P,Major Projects,Public,2039,YANDANOOKA,SH50-06,PERENJORI,"MINGENEW, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20260515
S0236299,Mondarra Gas Storage,Mondarra Storage Facility and Load-out Facilities,Infrastructure,Processing Plant,Operating,J05330,Mondarra Underground Gas Storage Facility,115.117841,-29.309984,317210,6756199,50,NaturalGas,Energy,PETROLEUM,Mondarra gas storage,N,,Y,PPPL,O,Major Projects,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20260515
S0233998,Waitsia,Waitsia,Infrastructure,Handling-loading-storage,Operating,J04869,Waitsia,115.103204,-29.281017,315736,6759386,50,NaturalGas,Other (MINEDEX non-minerals),PETROLEUM,Waitsia gas plant,N,,Y,PPPL,O,Major Projects,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20260515
S0236157,Warradarge Wind,Warradarge Wind Farm,Infrastructure,Power Plant,Operating,J05298,Warradarge Wind Farm,115.4879,-29.9705,354110,6683522,50,Power,Energy,OTHER,Warradarge Wind Farm,N,,Y,ENPL,O,Major Projects,Public,1938,ARROWSMITH,SH50-05,DONGARA,"COOROW, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20260515
S0001244,Narngulu Dry Plant/Iluka,Narngulu Dry Plant / Iluka,Infrastructure,Processing Plant,Operating,J00514,Eneabba / Iluka,114.678112,-28.817627,273418,6810006,50,HM,Speciality metal,HEAVY MINERAL SANDS,Narngulu Mineral Separation Plant,N,,Y,MIPL,O,Major Projects,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Abrolhos Sub-basin,20260515
S0022958,Geraldton - Other Minerals,Geraldton Port - Other Minerals,Infrastructure,Port,Operating,J01712,Geraldton Port Authority,114.594814,-28.776705,265196,6814380,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Geraldton,N,,Y,PORT,O,Major Projects,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Abrolhos Sub-basin,20260515
S0239822,Haber,Haber,Infrastructure,Processing Plant,Proposed,J05955,Haber,114.680304,-28.820791,273639,6809659,50,Urea,Other (MINEDEX non-minerals),OTHER,Haber,N,,Y,PPPL,P,Major Projects,Public,1840,GERALDTON,SH50-01,GERALDTON,"GREATER GERALDTON, CITY OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Abrolhos Sub-basin,20260515
S0001892,Lancelin/Westdeen,Lancelin / Westdeen,Mine,Openpit,Operating,J00895,Lancelin / Westdeen,115.34756,-31.030411,342288,6565855,50,Aglime Lsd Lst-Lsd Lst,Industrial mineral,LIMESTONE - LIMESAND,Lancelin Lst Lsd,Y,Aglime Lsd Lst-Lsd Lst,Y,INMI,O,Major Projects,Public,1935,LEDGE POINT,SH50-13,LEDGE POINT,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20260515
S0234330,Lithium Plant/Tianqi,Kwinana Lithium Hydroxide Plant / Tianqi,Infrastructure,Processing Plant,Operating,J04090,Greenbushes Lithium,115.778415,-32.215868,384882,6434982,50,Li,Speciality metal,TIN - TANTALUM - LITHIUM,Tianqi lithium hydroxide plant,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0001568,Kwinana TiO2/Tronox,Kwinana TiO2 Pigment Plant / Tronox,Infrastructure,Processing Plant,Operating,J00485,Cooljarloo / Tronox,115.774344,-32.228146,384514,6433617,50,TiO2,Speciality metal,HEAVY MINERAL SANDS,Titanium pigment plant,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0001692,Ni Refinery,Kwinana Nickel Refinery,Infrastructure,Processing Plant,Care and Maintenance,J00767,Kwinana Nickel Refinery ,115.764713,-32.251856,383636,6430978,50,Ni,Steel alloy metal,NICKEL,Nickel refinery,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0001735,Kwinana Al,Kwinana Alumina Refinery,Infrastructure,Processing Plant,Shut,J00777,Jarrahdale - Kwinana,115.778408,-32.193217,384852,6437493,50,Al2O3Bayer,Alumina,BAUXITE - ALUMINA,Alumina refinery,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0001738,Pinjarra Al,Pinjarra Alumina Refinery,Infrastructure,Processing Plant,Operating,J00779,Wagerup-Pinjarra / Alcoa,115.949655,-32.643204,401486,6387779,50,Al2O3Bayer,Alumina,BAUXITE - ALUMINA,Pinjarra alumina refinery,N,,Y,MIPL,O,Major Projects,Public,2032,PINJARRA,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0001994,KBB1,Kwinana Bulk Terminal KBB1,Infrastructure,Port,Operating,J00960,Kwinana Bulk Terminal,115.765317,-32.208755,383639,6435757,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Bulk Terminal,N,,Y,PORT,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,,,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0003516,Australian Gold Refinery,AGR Newburn Horrie Miller Drive,Infrastructure,Processing Plant,Operating,J01435,Perth Mint,115.96931,-31.961228,402602,6463398,50,Au,Precious metal,GOLD,Perth Mint,N,,Y,MIPL,O,Major Projects,Public,2034,PERTH,SH50-14,PERTH,"BELMONT, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0004995,Rockingham Fused Zr,Rockingham Fused Zirconia Plant,Infrastructure,Processing Plant,Operating,J01288,Rockingham Fused Zirconia-Alumina,115.762108,-32.262992,383406,6429741,50,ZrO2-fused SiO2,Speciality metal,HEAVY MINERAL SANDS,Fused zirconia,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0005024,West Success Bank 2,West Success Bank Stage 2,Mine,Dredging Area,Operating,J00896,Cockburn Sound Limesand,115.661703,-32.07609,373690,6450347,50,Lsd Lst,Construction material,LIMESTONE - LIMESAND,Cockburn Sound,Y,Lsd Lst,Y,COMA,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0019344,Fremantle,Fremantle Port,Infrastructure,Port,Operating,J02573,Fremantle Port Authority,115.737812,-32.056128,380848,6452646,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Fremantle,N,,Y,PORT,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"FREMANTLE, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0019409,Kwinana Cement,Kwinana Cement Plant,Infrastructure,Processing Plant,Operating,J00896,Cockburn Sound Limesand,115.77441,-32.211466,384499,6435466,50,Cement CaO Lsd,Construction material,CONSTRUCTION MATERIALS,Cement Plant,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0019503,Kwinana Power,Kwinana Power Plant,Infrastructure,Power Plant,Operating,J02618,Kwinana Power / Western Power,115.774336,-32.198447,384476,6436909,50,Power,Energy,OTHER,Kwinana Power Plant,N,,Y,ENPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0019504,Kwinana LPG,Kwinana LPG Plant,Infrastructure,Processing Plant,Operating,J02619,Kwinana LPG-LNG,115.77794,-32.218199,384840,6434723,50,LPG-Butane Propane,Energy,PETROLEUM,LPG plant,N,,Y,PPPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0020259,Cogen-Power,Pinjarra Co-Generation Power Plant,Infrastructure,Power Plant,Operating,J00779,Wagerup-Pinjarra / Alcoa,115.946896,-32.647208,401231,6387333,50,Power,Energy,OTHER,Pinjarra Power Plant,N,,Y,ENPL,O,Major Projects,Public,2032,PINJARRA,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0020260,Kemerton Power,Kemerton Power Station / Transfield,Infrastructure,Power Plant,Operating,J02735,Kemerton Power / Transfield,115.779613,-33.164876,386205,6329772,50,Power,Energy,OTHER,Kemerton Power,N,,Y,ENPL,O,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0022206,Cockburn 1,Cockburn 1,Infrastructure,Power Plant,Operating,J02618,Kwinana Power / Western Power,115.775814,-32.200247,384617,6436711,50,Power,Energy,OTHER,Cockburn Power Station,N,,Y,ENPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0023035,Kwinana Ammonium Nitrate,Kwinana Ammonium Nitrate Plant / Wesfarmers,Infrastructure,Processing Plant,Operating,J00984,Kwinana Chemical Complex / CSBP,115.767009,-32.238287,383835,6432485,50,NaCN NH4 NH4NO3,Other (MINEDEX non-minerals),CHEMICALS,Ammonium nitrate plant,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0023212,Wagerup Power,Wagerup Co-Generation Power Plant,Infrastructure,Power Plant,Under Development,J00779,Wagerup-Pinjarra / Alcoa,115.918514,-32.915488,398873,6357563,50,Power,Energy,OTHER,Wagerup Power Plant,N,,Y,ENPL,O,Major Projects,Public,2032,PINJARRA,SI50-02,PINJARRA,"WAROONA, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0019248,Bell Road,Bell Road Silica,Mine,Openpit,Operating,J01107,Gnangara Silica Sand / Heidelberg Materials,115.933685,-31.750795,399006,6486691,50,Sisd Sd,Industrial mineral,SILICA - SILICA SAND,Gnangara Sisd,N,,Y,INMI,O,Major Projects,Public,2034,PERTH,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0236665,Kwinana LiOH/WAL,Kwinana Lithium Hydroxide Refinery / Western Australia Lithium,Infrastructure,Processing Plant,Operating,J04872,Mt Holland Lithium / Wesfarmers & SQM,115.770401,-32.218743,384130,6434655,50,Li,Speciality metal,TIN - TANTALUM - LITHIUM,Lithium hydroxide plant,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0001741,Wagerup Al Refinery,Wagerup Alumina Refinery,Infrastructure,Processing Plant,Operating,J00779,Wagerup-Pinjarra / Alcoa,115.913069,-32.913229,398361,6357809,50,Al2O3Bayer,Alumina,BAUXITE - ALUMINA,Wagerup Alumina Refinery,N,,Y,MIPL,O,Major Projects,Public,2032,PINJARRA,SI50-02,PINJARRA,"WAROONA, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0234792,Muchea Silica Sand,Muchea Silica Sand,Mine,Unspecified,Proposed,J05000,Muchea Silica Sand / VRX Silica,115.882222,-31.494624,393841,6515037,50,Sisd Sd,Industrial mineral,SILICA - SILICA SAND,Muchea Sisd,N,,Y,INMI,P,Major Projects,Public,2035,GINGIN,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0019506,Kwinana Chlor Alkali/Coogee Chemicals,Kwinana Chlor Alkali Plant / Coogee Chemicals,Infrastructure,Processing Plant,Operating,J02621,Kwinana Chlor Alkali Plant / Coogee Chemicals,115.775211,-32.231336,384599,6433264,50,ChlorAlka,Other (MINEDEX non-minerals),CHEMICALS,Chlor alkali plant,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0002094,Kwinana NaCyanide/AGR,Kwinana Sodium Cyanide Plant / AGR,Infrastructure,Processing Plant,Operating,J00984,Kwinana Chemical Complex / CSBP,115.773302,-32.241918,384433,6432089,50,NaCN NH4 NH4NO3,Other (MINEDEX non-minerals),CHEMICALS,Sodium cyanide plant,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0237251,Henderson Graphite Plant / First Graphene,Henderson Graphite Plant / First Graphene,Infrastructure,Processing Plant,Operating,J05495,Graphite Plant / First Graphene,115.780308,-32.151106,384979,6442164,50,Gr,Industrial mineral,GRAPHITE,Henderson graphene plant,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0237610,Kwinana EcoGraf plant,Kwinana EcoGraf plant - Product Qualification Facility,Infrastructure,Processing Plant,Operating,J05538,Kwinana EcoGraf plant,115.784018,-32.215732,385409,6435003,50,Gr,Industrial mineral,GRAPHITE,EcoGraf Plant,N,,Y,MIPL,P,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0237957,Kwinana Kaolin HPA Plant / CCM,Kwinana Kaolin HPA Plant / CCM,Infrastructure,Processing Plant,Proposed,J05480,Cadoux Kaolin / Cadoux Limited,115.762103,-32.258858,383399,6430199,50,Kln Al2O3,Industrial mineral,CLAYS,Kaolin HPA plant,N,,Y,MIPL,P,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0223610,Karnup Sand/Urban-Eclipse,Karnup Sand / Urban-Eclipse,Mine,Openpit,Operating,J03669,Karnup Sand / Eclipse,115.820191,-32.38936,389030,6415792,50,Sd,Construction material,CONSTRUCTION MATERIALS,Karnup Sd,Y,Sd,Y,COMA,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0240470,Bristol Springs Solar Plant,Bristol Springs Solar Plant,Infrastructure,Power Plant,Proposed,J06084,Bristol Springs Renewable Energy,115.779455,-32.914213,385867,6357563,50,Power,Energy,OTHER,Bristol Springs Renewable Energy,N,,Y,ENPL,P,Major Projects,Public,2032,PINJARRA,SI50-02,PINJARRA,"WAROONA, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0240785,CDP Pilot Plant,Commercial Demonstration Plant (CDP) Pilot Plant,Infrastructure,Processing Plant,Under Development,J06167,Hazer Commercial Demonstration Plant (CDP),115.772151,-32.143014,384199,6443052,50,Gr,Industrial mineral,GRAPHITE,Hazer CDP,Y,Gr,Y,MIPL,U,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0023564,Neerabup Power Stn,Neerabup Power Station,Infrastructure,Power Plant,Operating,J03499,Neerabup Power Station,115.802084,-31.671163,386444,6495389,50,Power,Energy,OTHER,Neerabup Power,N,,Y,ENPL,O,Major Projects,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0242388,HPA Micro-Plant,HPA Micro-Plant,Infrastructure,Processing Plant,Operating,J06642,HiPurA HPA,115.798286,-32.058622,386560,6452435,50,Al2O3,Alumina,CLAYS,HiPurA,N,,Y,MIPL,O,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"FREMANTLE, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0242527,Kwinana Cobalt Refinery,Kwinana Cobalt Refinery (KCR),Infrastructure,Processing Plant,Proposed,J06681,Kwinana Cobalt Refinery,115.762795,-32.263614,383471,6429672,50,Co Ni,Steel alloy metal,NICKEL,Cobalt refinery,N,,Y,MIPL,P,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"ROCKINGHAM, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0246463,Solar Farm,Benger Solar Farm,Infrastructure,Power Plant,Proposed,J07070,Benger Solar Farm,115.789341,-33.203824,387162,6325464,50,Power,Energy,OTHER,Benger Solar Farm,N,,Y,ENPL,P,Major Projects,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0246915,Kwinana Strategic Industrial Area,Kwinana Strategic Industrial Area,Infrastructure,Other,Proposed,J07146,Kwinana Strategic Industrial Area,115.768125,-32.212781,383908,6435313,50,UN,Other (MINEDEX non-minerals),UNASSIGNED,Kwinana,N,,Y,,,Major Projects,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",,70,SOUTH WEST M.F.,Mandurah Terrace,20260515
S0001567,Chandala SR Plant,Chandala - Muchea Synthetic Rutile Plant (SR),Infrastructure,Processing Plant,Operating,J00485,Cooljarloo / Tronox,115.966238,-31.531753,401860,6511001,50,IlmRt-syn,Speciality metal,HEAVY MINERAL SANDS,Chandala synthetic rutile plant,N,,Y,MIPL,O,Major Projects,Public,2034,PERTH,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20260515
