SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,SYMBOL_STATUS,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0001467,Spargoville 5A,Spargoville 5A,Mine,Openpit,Proposed,J00677,Spargoville Nickel,121.506415,-31.353794,357935,6530224,51,Ni Cu Co Pt Pd,Steel alloy metal,NICKEL,Spargoville Ni Cu Co PGE,Y,Ni Cu Co Pt Pd,Y,SPME,P,Major Projects,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0001585,Perseverance UG,Perseverance  Underground,Mine,Decline,Care and Maintenance,J00440,Leinster,120.705608,-27.818105,273998,6920835,51,Ni Cu Gsp,Steel alloy metal,NICKEL,Leinster Ni Cu,Y,Ni Cu Gsp,Y,STAM,C,Major Projects,Public,3042,SIR SAMUEL,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20260515
S0001667,Mt Keith Main Pit,Mt Keith Open Pit,Mine,Openpit,Care and Maintenance,J00756,Mt Keith / BHP Billiton,120.54175,-27.229585,256558,6985745,51,Ni,Steel alloy metal,NICKEL,Mt Keith Ni,Y,Ni,Y,STAM,C,Major Projects,Public,3043,MOUNT KEITH,SG51-13,SIR SAMUEL,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20260515
S0001691,Kalgoorlie Ni Smelter,Kalgoorlie Nickel Smelter,Infrastructure,Processing Plant,Care and Maintenance,J00766,Kalgoorlie Nickel Smelter,121.484507,-30.874787,355125,6583292,51,Ni,Steel alloy metal,NICKEL,Kalgoorlie nickel smelter,N,,Y,MIPL,O,Major Projects,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0002383,Sons of Gwalia UG,Sons of Gwalia Underground,Mine,Decline,Operating,J00330,Gwalia - Leonora,121.333484,-28.918407,337542,6799911,51,Au Ag,Precious metal,GOLD,Gwalia–Leonora,N,,Y,PRME,O,Major Projects,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260515
S0002432,Lake Cowan South,Lake Cowan South Gypsum - M63/148,Mine,Openpit,Operating,J01324,Lake Cowan Gypsum / Whitfield,121.741166,-32.233405,381394,6432998,51,Gp,Industrial mineral,GYPSUM,Lake Cowan Gp,Y,Gp,Y,INMI,O,Major Projects,Public,3233,NORSEMAN,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Eastern Goldfields Superterrane,20260515
S0002501,Tims Find,Tims Find,Mine,Openpit,Proposed,J04342,Mt Ida South,120.530612,-29.168561,259834,6770816,51,Au Ag,Precious metal,GOLD,Mt Ida South,N,,Y,PRME,P,Major Projects,Public,3039,BALLARD,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20260515
S0002815,Daisy-Milano,Daisy - Milano,Mine,Decline,Operating,J00251,Randalls - Mt Monger,121.921372,-31.013124,397039,6568444,51,Au Ag,Precious metal,GOLD,Randalls - Mt Monger,N,,Y,PRME,O,Major Projects,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0003101,Kanowna Belle,Kanowna Belle,Mine,Decline,Operating,J00181,Kanowna - Golden Valley,121.578017,-30.60898,363691,6612870,51,Au Ag,Precious metal,GOLD,Kanowna - Golden Valley,N,,Y,PRME,O,Major Projects,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",27,KANOWNA,Eastern Goldfields Superterrane,20260515
S0003946,Gordon-Sirdar,Gordon-Sirdar Openpit,Mine,Openpit,Operating,J01307,Gordon - Sirdar,121.594507,-30.450334,365053,6630474,51,Au Ag,Precious metal,GOLD,Gordon-Sirdar,N,,Y,PRME,O,Major Projects,Public,3237,GINDALBIE,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",27,KANOWNA,Eastern Goldfields Superterrane,20260515
S0004113,Lewis,Lewis - Cardinia,Mine,Openpit,Proposed,J06760,Bruno-Lewis,121.59805,-28.797447,363177,6813649,51,Au Ag Te S,Precious metal,GOLD,Bruno-Lewis,N,,Y,PRME,P,Major Projects,Public,3240,MINERIE,SH51-02,LAVERTON,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260515
S0004360,Blue Peter Pit 3,Blue Peter,Mine,Unspecified,Care and Maintenance,J00240,Mt Celia - Kangaroo Bore,122.498168,-29.45981,451339,6740965,51,Au Ag,Precious metal,GOLD,Mt Celia - Kangaroo Bore,N,,Y,PRME,O,Major Projects,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260515
S0004457,Admiral,Admiral - Admiral South and West Open Pit,Mine,Openpit,Operating,J02010,Ulysses Gold,121.366721,-29.198572,341212,6768910,51,Au Ag,Precious metal,GOLD,Ulysses Gold,N,,Y,PRME,O,Major Projects,Public,3139,MELITA,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",40,NIAGARA,Eastern Goldfields Superterrane,20260515
S0004791,Darlot UG,Darlot Underground,Mine,Decline,Operating,J00082,Darlot,121.268908,-27.887515,329604,6914054,51,Au Ag,Precious metal,GOLD,Darlot,N,,Y,PRME,O,Major Projects,Public,3142,DARLOT,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260515
S0004886,Janet Ivy,Janet Ivy,Mine,Openpit,Operating,J00019,Binduli,121.383338,-30.774454,345292,6594277,51,Au Ag,Precious metal,GOLD,Binduli,N,,Y,PRME,O,Major Projects,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0005040,Murrin North,Murrin North (PAN Production),Mine,Openpit,Operating,J00480,Murrin Murrin / Minara,121.89551,-28.747155,392158,6819527,51,Ni Co,Steel alloy metal,NICKEL,Murrin Murrin Ni Co,Y,Ni Co,Y,STAM,O,Major Projects,Public,3240,MINERIE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260515
S0005573,Selkirk,Selkirk,Mine,Openpit,Care and Maintenance,J01011,Menzies,121.015109,-29.683577,307938,6714629,51,Au Ag,Precious metal,GOLD,Menzies,N,,Y,PRME,C,Major Projects,Public,3138,MENZIES,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20260515
S0005673,Pioneer,Pioneer - Higginsville,Mine,Unspecified,Operating,J00152,Higginsville,121.680308,-31.847276,375137,6475734,51,Au,Precious metal,GOLD,Higginsville,N,,Y,PRME,O,Major Projects,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0005907,Granny Venn,Granny Venn,Mine,Openpit,Care and Maintenance,J02197,East Menzies Gold,121.091807,-29.664048,315325,6716918,51,Au Ag,Precious metal,GOLD,East Menzies Gold,N,,Y,PRME,C,Major Projects,Public,3138,MENZIES,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20260515
S0006621,Sunrise Dam Underground,Sunrise Dam Underground,Mine,Decline,Operating,J01703,Sunrise Dam,122.419363,-29.079391,443489,6783079,51,Au Ag As,Precious metal,GOLD,Sunrise Dam,N,,Y,PRME,O,Major Projects,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260515
S0016701,Mt Kilkenny,Mt Kilkenny,Deposit,Unspecified,Undeveloped,J02232,NiWest / GME,121.807306,-29.043097,383876,6786652,51,Ni,Steel alloy metal,NICKEL,NiWest Ni,Y,Ni,Y,STAM,P,Major Projects,Public,3239,YERILLA,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260515
S0016715,Goongarrie Hill,Goongarrie Hill,Deposit,Unspecified,Undeveloped,J02352,Kalgoorlie Nickel Project,121.149012,-30.020487,321498,6677501,51,Ni Co,Steel alloy metal,NICKEL,Kalgoorlie Nickel Ni Co,Y,Ni Co,Y,STAM,P,Major Projects,Public,3137,BARDOC,SH51-09,KALGOORLIE,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20260515
S0017018,Southern TSF,Windarra Southern Tailings Storage Facility,Mine,Tailings storage facility,Proposed,J03296,Windarra Gold Tailings,122.248758,-28.499924,426478,6847186,51,Au,Precious metal,GOLD,Windarra Gold Tailings,N,,Y,PRME,P,Major Projects,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Eastern Goldfields Superterrane,20260515
S0017147,Aphrodite,Aphrodite Underground,Mine,Decline,Proposed,J03406,Aphrodite,121.229587,-30.181097,329545,6659823,51,Au Ag,Precious metal,GOLD,Aphrodite,N,,Y,PRME,P,Major Projects,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Eastern Goldfields Superterrane,20260515
S0018854,Paradigm,Paradigm,Mine,Openpit,Operating,J04549,Carbine / Evolution,120.938312,-30.474917,302088,6626781,51,Au,Precious metal,GOLD,Carbine,N,,Y,PRME,O,Major Projects,Public,3037,DAVYHURST,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20260515
S0019514,Barton Main Westside,Barton Main - Westside,Mine,Decline,Operating,J01726,Jundee - Nimary,120.604113,-26.372535,260944,7080839,51,Au Ag,Precious metal,GOLD,Jundee - Nimary,N,,Y,PRME,O,Major Projects,Public,3045,MILLROSE,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20260515
S0019642,Tarmoola N,Tarmoola North,Mine,Openpit,Operating,J00186,Tarmoola - King of the Hills,121.166076,-28.663843,320784,6827881,51,Au Ag,Precious metal,GOLD,Tarmoola - King of the Hills,N,,Y,PRME,O,Major Projects,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260515
S0019710,Raleigh-Golden Hind U/G,Raleigh Underground,Mine,Decline,Operating,J01718,Kundana East,121.243609,-30.727556,331837,6599274,51,Au Ag,Precious metal,GOLD,Kundana East,N,,Y,PRME,O,Major Projects,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20260515
S0021532,Golden Age UG,Golden Age Underground,Mine,Decline,Operating,J02624,Matilda,120.246706,-26.620317,225856,7052665,51,Au Ag,Precious metal,GOLD,Matilda,N,,Y,PRME,O,Major Projects,Public,2944,WILUNA,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20260515
S0021542,Fimiston Superpit,Fimiston Superpit,Mine,Openpit,Operating,J00102,Golden Mile / KCGM,121.50353,-30.777958,356800,6594048,51,Au Ag,Precious metal,GOLD,Golden Mile,N,,Y,PRME,O,Major Projects,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0021890,Cassini,Cassini,Mine,Decline,Care and Maintenance,J02789,Widgiemooltha Nickel / Mincor,121.621111,-31.700925,369330,6491888,51,Ni Cu Co,Steel alloy metal,NICKEL,Widgiemooltha Ni Cu Co,Y,Ni Cu Co,Y,STAM,C,Major Projects,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0022527,Theia,Theia - Mandilla,Deposit,Unspecified,Undeveloped,J02817,Mandilla,121.520113,-31.378336,359275,6527522,51,Au Ag,Precious metal,GOLD,Mandilla,N,,Y,PRME,P,Major Projects,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0022989,Mt Thirsty Ni,Mt Thirsty Ni,Deposit,Unspecified,Undeveloped,J03360,Mt Thirsty,121.647807,-32.101878,372414,6447472,51,Ni Co Mn,Steel alloy metal,NICKEL,Mt Thirsty Ni Co,Y,Ni Co Mn,Y,STAM,P,Major Projects,Public,3233,NORSEMAN,SI51-02,NORSEMAN,"DUNDAS, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Eastern Goldfields Superterrane,20260515
S0023210,LNG Power,Darlot LNG Power Plant,Infrastructure,Power Plant,Operating,J00082,Darlot,121.270186,-27.897001,329744,6913005,51,Power,Energy,OTHER,Darlot Power Plant,N,,Y,ENPL,O,Major Projects,Public,3142,DARLOT,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260515
S0024157,Orelia,Orelia - Cockburn,Mine,Openpit,Operating,J00250,Yandal - Bronzewing,120.939015,-27.419213,296257,6965444,51,Au Ag,Precious metal,GOLD,Yandal - Bronzewing,N,,Y,PRME,O,Major Projects,Public,3043,MOUNT KEITH,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20260515
S0236189,Thunderbox UG,Thunderbox Underground,Mine,Decline,Operating,J02419,Thunderbox Gold,121.007295,-28.195991,304405,6879478,51,Au Ag,Precious metal,GOLD,Thunderbox,N,,Y,PRME,O,Major Projects,Public,3141,WEEBO,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20260515
S0236281,MMN,Mt Marion North Pit,Mine,Openpit,Operating,J02285,Mt Marion Lithium,121.460085,-31.077395,353101,6560802,51,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,Mt Marion Li Ta,Y,Li Ta,Y,SPME,O,Major Projects,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0236468,Karonie Main Zone South,Karonie Main Zone South,Mine,Openpit,Operating,J00184,Aldiss - Karonie,122.560084,-31.039246,458019,6565966,51,Au Ag,Precious metal,GOLD,Aldiss - Karonie,N,,Y,PRME,O,Major Projects,Public,3435,ERAYINIA,SH51-14,WIDGIEMOOLTHA,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Eastern Goldfields Superterrane,20260515
S0236531,Power Plant,Agnew - Waroonga Power Plant,Infrastructure,Power Plant,Operating,J00098,Agnew - Emu,120.513421,-27.99723,255463,6900612,51,Power,Energy,OTHER,Agnew - Waroonga Power Plant,N,,Y,ENPL,O,Major Projects,Public,3042,SIR SAMUEL,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20260515
S0236793,Tarmoola West Stockpiles,Tarmoola West Stockpiles,Mine,Stockpile,Operating,J04132,Tarmoola Aggregate / MLG Oz,121.157925,-28.667398,319993,6827475,51,Agg,Construction material,CONSTRUCTION MATERIALS,Tarmoola Aggregate,N,,Y,COMA,O,Major Projects,Public,3140,LEONORA,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260515
S0236968,Hub,Hub,Mine,Openpit,Operating,J00342,Redcliffe,121.563431,-28.462902,359353,6850677,51,Au Ag,Precious metal,GOLD,Redcliffe,N,,Y,PRME,O,Major Projects,Public,3241,NAMBI,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260515
S0237055,Pennys Find UG,Pennys Find Underground,Mine,Decline,Proposed,J01376,Pennys Find,121.873865,-30.53085,391966,6621849,51,Au Ag,Precious metal,GOLD,Pennys Find,N,,Y,PRME,P,Major Projects,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",27,KANOWNA,Eastern Goldfields Superterrane,20260515
S0237291,Myhree,Myhree / Black Cat,Mine,Openpit,Care and Maintenance,J01837,New Bulong - Boundary - Kal East Gold Project,121.775318,-30.729082,382751,6599782,51,Au Ag,Precious metal,GOLD,Kal East Gold,N,,Y,PRME,O,Major Projects,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",25,BULONG,Eastern Goldfields Superterrane,20260515
S0238023,Kalgoorlie REE Plant,Kalgoorlie RE Processing Facility / Lynas,Infrastructure,Processing Plant,Operating,J00772,Mt Weld REE / Lynas,121.402116,-30.79577,347122,6591940,51,REE,Speciality metal,RARE EARTHS,Kalgoorlie RE Processing Facility,N,,Y,MIPL,O,Major Projects,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0233226,Bombora,Bombora - Lake Roe,Mine,Openpit,Proposed,J04745,Roe,122.56706,-30.715117,458546,6601889,51,Au Ag,Precious metal,GOLD,Roe,N,,Y,PRME,P,Major Projects,Public,3436,ROE,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",28,KURNALPI,Eastern Goldfields Superterrane,20260515
S0000689,Riverina UG,Riverina Underground,Mine,Decline,Operating,J00084,Davyhurst - Lady Ida - Mulline - Riverina - Siberia Gold,120.56481,-29.74401,264494,6707096,51,Au Ag,Precious metal,GOLD,Davyhurst,N,,Y,PRME,O,Major Projects,Public,3038,RIVERINA,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",30,ULARRING,Eastern Goldfields Superterrane,20260515
S0001161,Rayjax,Rayjax,Mine,Openpit,Care and Maintenance,J04814,Mungari / Evolution,121.125901,-30.76261,320630,6595205,51,Au Ag,Precious metal,GOLD,Mungari,N,,Y,PRME,O,Major Projects,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0239942,LJN4,Lady Julie North 4 (LJN4),Mine,Openpit,Proposed,J05641,Lady Julie,122.307224,-28.687753,432321,6826411,51,Au Ag,Precious metal,GOLD,Lady Julie,N,,Y,PRME,P,Major Projects,Public,3340,LAVERTON,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Eastern Goldfields Superterrane,20260515
S0241339,Solar Farm,Jundee Solar Farm,Infrastructure,Power Plant,Operating,J01726,Jundee - Nimary,120.612274,-26.378076,261770,7080239,51,Power,Energy,OTHER,Jundee Solar Farm,N,,Y,ENPL,O,Major Projects,Public,3045,MILLROSE,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20260515
S0223460,Bentley,Bentley,Mine,Decline,Care and Maintenance,J01287,Teutonic Bore - Jaguar,121.158923,-28.478179,319769,6848444,51,Zn Cu Ag Au Pb,Base metal,COPPER - LEAD - ZINC,Teutonic Bore – Jaguar Zn Cu Ag Au Pb,Y,Zn Cu Ag Au Pb,Y,BAME,C,Major Projects,Public,3141,WEEBO,SH51-01,LEONORA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260515
S0019517,Bald Hill Central (South),Bald Hill Central (South),Mine,Openpit,Care and Maintenance,J00444,Bald Hill,122.177346,-31.522761,421894,6512166,51,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,Bald Hill Li Ta,Y,Li Ta,Y,SPME,C,Major Projects,Public,3334,YARDINA,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0242263,Solar Farm,Porphyry Solar Farm,Infrastructure,Power Plant,Proposed,J00094,Porphyry - Northern Operations,122.285334,-29.784079,430922,6704925,51,Power,Energy,OTHER,Porphyry Solar Farm,N,,Y,ENPL,O,Major Projects,Public,3338,EDJUDINA,SH51-06,EDJUDINA,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",31,YERILLA,Eastern Goldfields Superterrane,20260515
S0234164,Kathleen Corner,Kathleen Corner Pit,Mine,Openpit,Operating,J04902,Kathleen Valley Lithium,120.558141,-27.471056,258705,6959016,51,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,Kathleen Valley Li Ta,Y,Li Ta,Y,SPME,O,Major Projects,Public,3043,MOUNT KEITH,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20260515
S0022741,Crawford,Crawford - Gambier Lass,Mine,Openpit,Proposed,J02802,Leonora - Crawford and Gambier Lass,121.58491,-28.878056,362001,6804702,51,Au Ag,Precious metal,GOLD,Crawford,N,,Y,PRME,P,Major Projects,Public,3240,MINERIE,SH51-02,LAVERTON,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20260515
S0243263,Power Plant,Mt Weld REE Thermal Power Plant,Infrastructure,Power Plant,Operating,J00772,Mt Weld REE / Lynas,122.525955,-28.858262,453764,6807625,51,REE,Speciality metal,RARE EARTHS,Mt Weld REE Thermal Power Plant,N,,Y,ENPL,O,Major Projects,Public,3440,BURTVILLE,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Eastern Goldfields Superterrane,20260515
S0239831,Baker,Baker,Mine,Decline,Proposed,J04621,Kambalda Nickel,121.79884,-31.343558,385739,6531698,51,Ni,Steel alloy metal,NICKEL,Kambalda Ni,Y,Ni,Y,STAM,P,Major Projects,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0000933,Bellevue UG,Bellevue Underground,Mine,Decline,Operating,J04770,Bellevue,120.55763,-27.636059,259016,6940729,51,Au Ag,Precious metal,GOLD,Bellevue,N,,Y,PRME,O,Major Projects,Public,3042,SIR SAMUEL,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20260515
S0243410,Wind Turbine,Bellevue Wind Turbine,Infrastructure,Power Plant,Operating,J04770,Bellevue,120.552344,-27.630257,258481,6941361,51,Power,Energy,OTHER,Bellevue Wind Turbine,N,,Y,ENPL,O,Major Projects,Public,3042,SIR SAMUEL,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Eastern Goldfields Superterrane,20260515
S0243721,Powerhouse and BESS,Jundee Powerhouse and BESS,Infrastructure,Power Plant,Operating,J01726,Jundee - Nimary,120.619836,-26.360092,262487,7082246,51,Power,Energy,OTHER,Jundee BESS,N,,Y,ENPL,O,Major Projects,Public,3045,MILLROSE,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20260515
S0245194,Solar Farm,Binduli North Solar Farm,Infrastructure,Power Plant,Operating,J00019,Binduli,121.368267,-30.788132,343871,6592740,51,Power,Energy,OTHER,Binduli North Solar Farm,N,,Y,ENPL,O,Major Projects,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260515
S0245278,Fish UG,Jasper Hills - Fish Underground,Mine,Decline,Operating,J05577,Jasper Hills ,123.116749,-29.099665,511360,6780966,51,Au Ag,Precious metal,GOLD,Jasper Hills,N,,Y,PRME,O,Major Projects,Public,3539,LIGHTFOOT,SH51-07,MINIGWAL,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20260515
S0003994,Fingals,Fingals,Mine,Openpit,Operating,J02818,North Monger - Kal East Gold Project,121.896962,-30.96945,394660,6573261,51,Au Ag,Precious metal,GOLD,North Monger,N,,Y,PRME,U,Major Projects,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20260515
